address	name	impl_file	reimpl_pct	comment
0x004101D0	Ship_IsEnemyOfShip	src/game/ship_ai.cpp	100%	
0x004102B0	Ship_IsShipLockedOnAttackerInAiState0x04	src/game/ship_ai.cpp	100%	
0x004102E0	Government_PropagateHostilityFromAttack	src/game/collision.cpp	100%	
0x00410670	Ship_EnterShipAiState0x02_ClearPrimaryTarget	src/game/ship_ai.cpp	100%	
0x004106B0	Ship_EnterShipAiState0x0B_ClearTargetsSeedHold	src/game/ship_ai.cpp	100%	
0x00410700	Ship_SetShipHostileToPlayer	src/game/ship_ai.cpp	100%	correctness,bugfix
0x004107E0	Ship_EnterShipAiState0x04_TargetRandomCombatCandidate	src/game/ship_ai.cpp	100%	
0x00410900	Ship_EnterShipAiState0x04_TargetRandomRelativeToSquadLeader	src/game/ship_ai.cpp	100%	verify
0x00410B00	Ship_EnterShipAiState0x04_TargetRandomUnengagedShip	src/game/ship_ai.cpp	100%	
0x00410C30	Ship_EnterShipAiState0x09_TargetPlayerForAssist	src/game/ship_ai.cpp	100%	
0x00410C70	Ship_EnterShipAiState0x0F_TargetPlayerForAssist	src/game/ship_ai.cpp	100%	
0x00410CB0	Ship_EnterShipAiState0x05_ReturnToSquadLeader	src/game/ship_ai.cpp	100%	
0x00410CE0	Ship_IsShipInAiBehavior5State0x05	src/game/ship_ai.cpp	100%	
0x00410D10	Ship_EnterSquadReturnState	src/game/ship_ai.cpp	95%	verify
0x00410DD0	Ship_ResetShipPrimaryAndSecondaryTargets	src/game/ship_ai.cpp	100%	
0x00410E20	Ship_EnterShipAiState0x08_Slowdown	src/game/ship_ai.cpp	100%	
0x00410E80	Ship_IsShipInHoldStateWithControlMode4Or0x0D	src/game/ship_ai.cpp	100%	
0x00410EC0	Ship_IsShipInAiState0x08	src/game/ship_ai.cpp	100%	
0x00410EE0	Ship_IsShipInAiControlMode0x0C	src/game/ship_ai.cpp	100%	
0x00410F00	Ship_IsShipInAiState0x04	src/game/ship_ai.cpp	100%	
0x00410F20	Ship_CanTargetOutrunShooter	src/game/ship_ai_weapons.cpp	100%	moddata
0x00411270	Ship_IsShipInNonIdleAiState	src/game/ship_ai.cpp	100%	
0x004112A0	Ship_IsShipInAiState0x02	src/game/ship_ai.cpp	100%	
0x004112C0	Ship_ShowPlayerInterceptTauntIfEligible	src/game/ship_ai_behaviors.cpp	95%	verify
0x00411540	Ship_EscortFireAtUnprovokedTarget	src/game/ship_ai_weapons.cpp	100%	moddata
0x004115A0	Ship_IsShipInAiState0x0D	src/game/weapon_shots.cpp	100%	
0x004115C0	Ship_ClearShipState0x09Or0x0FToIdle	src/game/collision.cpp	100%	
0x00411600	Weapon_IsShipWithinWeaponRangeOfTarget	src/game/weapon_banks.cpp	100%	
0x00411800	Ship_ComputePerceivedCombatStrengthAgainstShip	src/game/ship_ai_behaviors.cpp	100%	
0x00411AE0	Ship_ShouldFollowSwarmMate	src/game/ship_ai.cpp	100%	
0x00411B40	Ship_IsSwarmMateStillValid	src/game/ship_ai.cpp	100%	
0x00411C20	Ship_FindSwarmMate	src/game/ship_ai.cpp	100%	
0x00411D00	Ship_UpdateShipCloakStateFromTraits	src/game/ship_ai.cpp	100%	moddata
0x00412030	Ship_FindBestAssistTargetForShip	src/game/ship_ai_weapons.cpp	100%	
0x00412090	Ship_ScoreAssistTargetForShip	src/game/ship_ai_weapons.cpp	100%	
0x00412330	Ship_SelectNearestDisabledShipForBoarding	src/game/ship_ai.cpp	100%	
0x004124F0	Ship_IsShipLockedOnTarget	src/game/ship_ai.cpp	100%	
0x00412530	Ship_IsShipInAiControlMode0x0F	src/game/collision.cpp	100%	
0x00412550	Boarding_BoardShipAndTransferCargo	src/game/boarding_plunder.cpp	90%	gameplay
0x004133F0	Ship_UpdateShipCombatOddsScore	src/game/ship_ai.cpp	95%	correctness,moddata
0x00413610	Government_TryTriggerGovtAssistanceEncounter	src/game/government.cpp	90%	gameplay,moddata
0x00413810	Weapon_InitShipWeaponBursts	src/game/weapon_banks.cpp	100%	
0x004138A0	Weapon_ClassifyShipWeaponAmmoReadiness	src/game/weapon_banks.cpp	100%	
0x00413990	Ship_UpdateEscortFormations	src/game/escort_formation.cpp	100%	
0x00413B60	Ship_SetEscortLaunchOffsetVelocity	src/game/escort_formation.cpp	100%	
0x00414390	Ship_MoveShipTowardFormationOffset	src/game/escort_formation.cpp	85%	verify
0x00414530	Ship_IsShipInAiState0x11	src/game/collision.cpp	100%	
0x00414550	Weapon_FireShipWeapons	src/game/weapon.cpp	68%	gameplay,moddata
0x004152E0	Ship_IssueEscortOrders	src/game/ship_ai.cpp	100%	moddata
0x004156A0	Ship_ReacquireSquadLeader	src/game/escort_formation.cpp	100%	moddata
0x004159A0	Ship_IsShipInAiControlMode0x17		0%	
0x004159C0	Ship_IsShipInAiState0x15	src/game/ship_ai.cpp	100%	
0x004159E0	Ship_EnterShipAiState0x15_EmergeFromHypergate	src/game/ship_ai.cpp	80%	verify
0x00415AD0	Stellar_IsShipHeadingToStellarInAiState0x01Or0x14		0%	
0x00415B00	Ship_IsShipDockedWithTargetInControlMode0x0F	src/game/spaceflight.cpp	100%	
0x00415B80	Stellar_CanShipInitiateJumpSequence	src/game/travel.cpp	100%	
0x00415C10	Weapon_HasAnyFireableNonSecondaryWeapon	src/game/weapon_banks.cpp	100%	
0x00415CB0	Boarding_ResetShipAndAttackersAfterBoarding	src/game/boarding_plunder.cpp	100%	
0x00415DC0	Ship_ClearOtherShipsTargetingShip		0%	
0x00415E60	Ship_IsShipInAiState0x10	src/game/collision.cpp	100%	
0x00415E80	Ship_IsShipInAiState0x0D	src/game/collision.cpp	100%	
0x00415EA0	Ship_RecoverCarriedShipToBay	src/game/ship_spawn.cpp	100%	ui,moddata
0x00416070	Ship_IsShipInAiState0x16	src/game/spaceflight_movement.cpp	100%	
0x00416090	LicenseDigest_ScaleBySessionByte		0%	
0x004160A0	LicenseDigest_AccumulateByte		0%	
0x004160B0	Rotl8_BySelf		0%	
0x004160D0	Util_EmptyStringPtr		0%	
0x004160E0	LicenseDigest_TouchAndLoadByte		0%	
0x004160F0	Util_ReturnZero		0%	
0x00416100	NovaGameSession_Run	src/nova_app.cpp	45%	gameplay,divergence
0x00417600	Frame_SpaceflightLoop	src/game/spaceflight.cpp	15%	gameplay,cadence,rendering
0x004186B0	Frame_TickSystems	src/game/spaceflight.cpp	20%	gameplay,cadence
0x00419210	Frame_RefreshTransitionFrameAuxVisuals		0%	
0x004192D0	Ship_ApplyDamageToShip	src/game/collision.cpp	100%	license
0x0041AD50	Ship_DeactivateVacantShipsAndTally	src/game/ship_spawn.cpp	90%	gameplay
0x0041AF90	System_RebuildInitialNpcAndMissionPopulation	src/game/ship_spawn.cpp	80%	gameplay,verify
0x0041BA80	EncounterFleet_SpawnRandomSystemDudeShip	src/game/ship_spawn.cpp	93%	gameplay
0x0041C710	Dude_SpawnRandomDudeShipInSystem	src/game/ship_spawn.cpp	100%	moddata
0x0041C9F0	Dude_SpawnShipFromDudeDefInSystem	src/game/ship_spawn.cpp	100%	divergence
0x0041CF40	Mission_SpawnMissionShipFromDudeDef	src/game/ship_spawn.cpp	100%	divergence
0x0041D6E0	System_TickNpcSpawnMaintenance	src/game/ship_spawn.cpp	80%	gameplay
0x0041E240	Ship_ResetShipToDefaultCombatState	src/game/escort_formation.cpp	100%	rendering,divergence
0x0041E640	Weapon_SpawnShipFromCarrierBayWeapon	src/game/ship_spawn.cpp	95%	gameplay
0x0041F330	Player_RedistributeFleetCargoOverflow	src/game/outfit.cpp	95%	gameplay,verify
0x0041F800	Ship_SpawnFreeflightObjectForShip	src/game/freeflight_objects.cpp	100%	
0x0041FB50	Ship_SpawnFreeflightObjectAtPosition	src/game/freeflight_objects.cpp	90%	gameplay
0x0041FD30	Shot_SpawnShotFromWeapon	src/game/weapon_shots.cpp	93%	gameplay
0x00420D30	Shot_SpawnLinkedShotsOnImpact	src/game/weapon_shots.cpp	100%	
0x004211D0	Shot_SpawnAreaImpactEffects	src/game/impact_effects.cpp	100%	
0x00421500	Shot_SpawnImpactEffectSprite	src/game/impact_effects.cpp	55%	rendering
0x004215D0	Shot_SpawnWeaponSmokePuff	src/game/weapon_shots.cpp	100%	
0x004216B0	Asteroid_InitSystem	src/game/asteroid.cpp	85%	verify
0x00421830	Asteroid_Spawn	src/game/asteroid.cpp	75%	license,gameplay
0x00421E60	Asteroid_SpawnRecord	src/game/asteroid.cpp	40%	gameplay
0x00421FD0	Stellar_SpawnDefenseFleetShip	src/game/ship_spawn.cpp	100%	divergence
0x004221D0	Ship_IsInboundThreatExceedingDefenses	src/game/ship_ai_weapons.cpp	100%	
0x00422210	Ship_TallyInboundWeaponThreat	src/game/weapon_shots.cpp	100%	
0x00422340	Ship_SyncJumpStateToSquad	src/game/ship_ai.cpp	100%	
0x00422400	ShipClass_SpawnEscortShipFromClass	src/game/ship_spawn.cpp	100%	divergence
0x004229D0	Player_ProcessEscortFleetAtStellar	src/game/landed_store.cpp	100%	divergence
0x004232D0	Player_ProcessEscortPayroll	src/game/landed_store.cpp	90%	gameplay,audio,ui
0x00423540	Player_CollectStellarTribute	src/game/mission_world.cpp	90%	gameplay
0x004235C0	Pers_SpawnShipFromPersDef	src/game/ship_spawn.cpp	100%	
0x00423FA0	Player_ReplaceShipWithCapturedHull	src/game/landed_store.cpp	100%	divergence
0x00424F90	System_UpdateDisasterStates	src/game/mission_world.cpp	100%	divergence
0x004250F0	Player_RefuelShipWithCredits	src/game/landed_window.cpp	100%	divergence
0x00425280	EncounterFleet_TrySpawnRandomEncounterFleet	src/game/ship_spawn.cpp	90%	gameplay,ui
0x004254B0	Ship_AllocateShipSlotInSystem	src/game/ship_spawn.cpp	75%	gameplay
0x004259B0	EncounterFleet_SpawnRandomEncounterFleet	src/game/ship_spawn.cpp	90%	audio
0x00426CE0	Frame_QueueCombatChatter	src/game/spaceflight.cpp	100%	
0x00426D10	Mission_ShowMissionShipAnnouncement	src/game/mission.cpp	100%	
0x00426DD0	Mission_TrySpawnMissionShipAmbush	src/game/mission.cpp	95%	gameplay,verify
0x00426EF0	Weapon_CanWeaponHitTarget	src/game/collision.cpp	90%	gameplay
0x004274D0	Weapon_SpawnWeaponImpactParticleBurst	src/game/impact_effects.cpp	85%	verify
0x00427770	Outfit_GrantOutfitToPlayer	src/game/outfit.cpp	85%	ui
0x00427A90	Shot_QueueBeamHit	src/game/weapon_shots.cpp	60%	gameplay,rendering
0x00427DF0	Rank_Activate	src/game/rank.cpp	100%	
0x00427F40	Rank_Deactivate	src/game/rank.cpp	100%	
0x00428090	Shot_SpawnShipDestructionDebrisPuff	src/game/impact_effects.cpp	95%	verify
0x00428260	License_ValidateAgainstKeyTable		0%	
0x00428340	Ship_UpdateVisualState	src/game/ship_visual.cpp	85%	rendering
0x0042C1B0	Frame_UpdateFreeflightObjectSprites	src/game/freeflight_objects.cpp	85%	rendering,divergence
0x0042C660	Shot_UpdateWeaponSmokePuffs	src/game/weapon_shots.cpp	100%	
0x0042CBB0	Frame_AnchorAuxHUDSpriteToOrigin		0%	
0x0042CC30	Stellar_TickTravelCountdownSprite		0%	
0x0042CD10	Stellar_UpdateStellarSprites	src/game/spaceflight_view.cpp	85%	rendering,gameplay
0x0042D890	Stellar_TickStellarDefenseBatteries	src/game/collision.cpp	90%	gameplay,cadence,audio
0x0042E160	Shot_UpdateImpactEffectSprites	src/game/impact_effects.cpp	55%	rendering
0x0042E590	Frame_UpdateViewportWrapBackgroundSprites	src/game/spaceflight_view.cpp	85%	rendering,divergence
0x0042EAC0	NovaUi_UpdateTravelTargetReticle	src/game/spaceflight_view.cpp	78%	ui
0x0042EDE0	NovaUi_UpdateShipTargetReticle	src/game/spaceflight_view.cpp	92%	rendering,correctness
0x0042F1B0	Frame_TickHudOverlayAndRouteMapTimers	src/game/hud_overlay.cpp	85%	ui,cadence
0x0042F270	Shot_UpdateBeamHitQueue	src/game/weapon_shots.cpp	72%	gameplay,rng
0x004311F0	Frame_UpdateCombatChatter	src/game/spaceflight.cpp	100%	
0x004313C0	Frame_CancelCombatChatter	src/game/spaceflight.cpp	100%	
0x00431420	Stellar_TriggerHyperspaceAudioOnce	src/game/spaceflight.cpp	40%	audio
0x00431480	Frame_JitterPlayerStatModifiers	src/game/spaceflight_player_state.cpp	100%	
0x00431500	Frame_RerollPlayerStatModifiers	src/game/spaceflight_player_state.cpp	100%	verify
0x00431530	Shot_UpdateShotGuidance	src/game/weapon_shots.cpp	95%	rng,cadence
0x00432470	System_UpdateSystemAndStellarDisplayState	src/game/targeting.cpp	67%	gameplay,rendering
0x00432EA0	Frame_MeasureFrameTiming	src/game/frame_timing.hpp	40%	cadence,divergence
0x00433050	Ship_HandleShip	src/game/spaceflight.cpp	100%	divergence,cadence
0x00435830	Shot_HandleShot	src/game/weapon_shots.cpp	100%	rendering,divergence,cadence
0x00436910	Asteroid_UpdateSprites	src/game/asteroid.cpp	80%	divergence,gameplay
0x00436F70	Asteroid_HandleSpritePairCollision	src/game/collision.cpp	85%	verify,synthetic
0x00436FF0	NovaUi_ResolveWeaponSplashImpact	src/game/collision.cpp	75%	gameplay,verify
0x004374F0	Ship_HandleSpritePairCollision	src/game/collision.cpp	90%	gameplay
0x00437780	Shot_ResolveShotCollisionHit	src/game/collision.cpp	90%	verify
0x00437E20	Shot_ResolveCollisions	src/game/collision.cpp	80%	gameplay
0x004386F0	Shot_DrawBeamQueue		0%	Restore-phase beam replot entry: called only from Frame_RestoreViewportRectsAndParticles (0x00439d20). Loops the 0x40-slot g_beam_hit_queue and replays each live beam into the saved-backdrop surface via SWBeams_DrawKinkedBeam (field_0x76 < 1, 1-segment) or SWBeams_DrawBeamWithFlare (field_0x76 >= 1, 2-segment arc). The port keeps no saved-backdrop buffer, so this entry point is not reproduced, but the two plotters it calls are also reachable from the visible 0x00438810 twin-surface path and are tracked separately. 0%, not ported.
0x00438810	Shot_DrawBeamHitQueueForSurface	src/game/spaceflight_view.cpp	50%	rendering
0x00438C40	Shot_DrawUnderShipsBeamQueue	src/game/spaceflight_view.cpp	85%	rendering,synthetic
0x00438DB0	Frame_UpdateSpriteDistanceIntensity	src/game/sprite_world.cpp	95%	rendering,divergence
0x00438F40	NovaUi_UpdateCursorOverGameplayRect		0%	
0x00438FC7	NovaUi_UpdateTravelSelectionSprite		0%	
0x00439500	Mission_TickDailyCronEvents	src/game/mission_world.cpp	100%	bugfix
0x00439750	Mission_ActivateCronEvent	src/game/mission_world.cpp	100%	divergence
0x004398B0	Mission_TerminateCronEvent	src/game/mission_world.cpp	100%	divergence
0x00439A10	Frame_RestorePendingViewportRects		0%	
0x00439BB0	Frame_DrawViewportFlashOverlays		0%	
0x00439D00	Frame_DrawViewportFlashAndParticles		0%	
0x00439D20	Frame_RestoreViewportRectsAndParticles		0%	
0x00439D40	Frame_PresentViewportAndParticles		0%	
0x0043A020	System_UpdateRandomEncounterCountdown	src/game/ship_spawn.cpp	70%	gameplay,audio,ui
0x0043A310	Weapon_SelectTurretTargetWithinArc	src/game/weapon.cpp	100%	
0x0043ADB0	Stellar_TickStellarGravityPull	src/game/spaceflight_player_state.cpp	10%	gameplay
0x0043AED0	Stellar_HandleShipStellarCrash	src/game/collision.cpp	80%	ui
0x0043B020	Ship_SteerVelocityTowardShipHeading	src/game/spaceflight_movement.cpp	100%	divergence
0x0043B170	Frame_UpdateFadingEffectSprites	src/game/impact_effects.cpp	65%	rendering
0x0043B4A0	Math_AddPolarVelocity	src/util/math.hpp	100%	divergence
0x0043B4E0	Math_AddPolarVelocityWithClamp	src/game/spaceflight_movement.cpp	100%	divergence
0x0043B670	Math_BearingFromPointToPoint		0%	
0x0043B6A0	Math_ClampVelocityComponents	src/game/weapon_shots.cpp	100%	divergence
0x0043B710	Math_SquaredDistance		0%	
0x0043B740	Ship_AimWeaponPredictive	src/game/ship_ai_weapons.cpp	100%	
0x0043B8C0	Ship_AimWeaponLeadVelocity	src/game/ship_ai_weapons.cpp	100%	
0x0043BA30	Shot_AimStellarBatteryShot	src/game/weapon_shots.cpp	90%	correctness
0x0043BBB0	NovaResources_LoadMisnResourceDefs	src/game/scenario_data.cpp	100%	divergence
0x0043C3E0	Misn_ResolveMissionStellarLocators	src/game/mission.cpp	100%	divergence
0x0043C470	NovaUi_RunMissionBbsWindow	src/game/docked_mission_dialog.cpp	78%	ui,gameplay
0x00441620	NovaUi_DrawMissionBbsWindow	src/game/docked_mission_dialog.cpp	65%	ui,rendering
0x0043CC20	Stellar_RebuildTravelDestinationList		0%	
0x0043CF00	Mission_EvaluateMissionLists	src/game/mission.cpp	85%	gameplay
0x0043D240	Mission_ResolveMissionStellarTargets	src/game/mission.cpp	100%	divergence
0x0043D490	Mission_ResolveMissionSpecialShipSystem	src/game/mission.cpp	65%	gameplay
0x0043D4C0	Mission_ResolveMissionSpecialShipCount	src/game/mission.cpp	65%	gameplay
0x0043D510	Mission_SelectMissionStellarByLocator	src/game/mission.cpp	100%	divergence
0x0043E6F0	Mission_SelectMissionSystemByLocator	src/game/mission.cpp	100%	divergence
0x0043F080	Mission_ComputeDateAfterSteps	src/game/mission_world.cpp	100%	
0x0043F100	Mission_ActivateMissionAtSlot	src/game/mission.cpp	92%	gameplay,ui,bugfix
0x0043F8C0	Mission_PopulateMissionSlotFromDef	src/game/mission.cpp	72%	gameplay
0x00440370	Mission_TryConsumeMissionInteractionResources	src/game/mission.cpp	100%	divergence
0x00440410	Mission_ResolveMissionSuccess	src/game/mission.cpp	92%	gameplay,ui
0x00440750	Government_ApplyReputationCreditDelta	src/game/government.cpp	100%	
0x00440930	Mission_ResolveMissionFailure	src/game/mission.cpp	93%	ui
0x00440AA0	Mission_ClearMisnSlotAssignments	src/game/mission.cpp	95%	gameplay
0x00440BF0	Mission_FailMissionSlotQuick	src/game/mission.cpp	95%	gameplay
0x00440C90	NovaUi_PollMissionBbsWindow	src/game/docked_mission_dialog.cpp	72%	ui
0x00441B40	Mission_CheckMissionShipInteractionEligibility	src/game/mission.cpp	85%	gameplay,divergence
0x00442510	NovaUi_RunMissionOfferWindow	src/game/docked_mission_dialog.cpp	90%	ui,rendering
0x00443760	Mission_TickShipInteractionReactions	src/game/mission.cpp	100%	
0x00443780	Mission_TickReactionSlotsForTravelInteraction	src/game/mission.cpp	95%	gameplay
0x004438D0	Mission_ProcessInteractionReactionSlotResources	src/game/mission.cpp	92%	ui
0x00443C60	Mission_HandleMissionOrSurrenderShipReaction	src/game/mission.cpp	97%	correctness
0x004444F0	Stellar_BuildTravelDestinationDescription	src/game/mission_text.cpp	80%	gameplay,ui,bugfix
0x00445D70	Mission_ReplaceSubstringInMissionText	src/game/mission_text.cpp	100%	
0x00445DC0	NovaUi_RebuildMissionComputerList	src/game/docked_mission_dialog.cpp	85%	ui,rendering
0x00446150	NovaUi_RunMissionComputerWindow	src/game/docked_mission_dialog.cpp	88%	ui,rendering
0x00446770	NovaUi_PollMissionComputerWindow	src/game/docked_mission_dialog.cpp	65%	ui
0x00446E00	NovaUi_DrawMissionComputerWindow	src/game/docked_mission_dialog.cpp	70%	ui,rendering
0x00447170	NovaUi_PollMissionOfferWindow	src/game/docked_mission_dialog.cpp	85%	ui
0x00447680	NovaUi_DrawMissionOfferWindow	src/game/docked_mission_dialog.cpp	68%	ui,rendering
0x00447A30	Mission_DoesSystemMatchMissionLocator	src/game/mission.cpp	95%	gameplay
0x00447D90	Mission_ResolveMisnSlot	src/game/mission.cpp	100%	bugfix
0x00447F00	System_IsSystemVisible	src/game/travel.cpp	100%	
0x00447F20	Mission_CheckReactionConditionSatisfied	src/game/mission.cpp	100%	
0x00448020	Mission_ExecuteReactionScript	src/game/mission_script.cpp	100%	divergence
0x00448050	Mission_RunMisnScriptPayload	src/game/mission_script.cpp	100%	divergence
0x00448090	NovaResources_EvaluateAvailability	src/game/mission.cpp	100%	
0x00448660	Mission_ClearActiveReactionMission	src/game/mission.cpp	100%	
0x00448670	Mission_RunAvailLocOffers	src/game/mission.cpp	100%	divergence
0x00448910	Mission_RefreshActiveMissionSpawnState	src/game/mission.cpp	100%	
0x00448A30	NovaUi_DrawListRowCallback	src/game/nova_list_control.cpp	90%	ui
0x00448BA0	NovaExpression_SkipWhitespace	src/game/scenario_data.cpp	100%	
0x00448BE0	NovaExpression_EvaluateToken	src/game/scenario_data.cpp	100%	divergence
0x00449020	NovaExpression_EvaluateBoolean	src/game/scenario_data.cpp	100%	divergence
0x00449370	Mission_ExecuteMisnScriptEngine	src/game/mission_script.cpp	100%	divergence
0x0044A4D0	Ship_ExpandStringPlaceholders	src/game/mission_text.cpp	100%	divergence
0x0044A980	NovaParser_AllocateBuffer		0%	
0x0044A9D0	NovaParser_FreeBuffer		0%	
0x0044AA10	Profile_ExpressionGate		0%	
0x0044AA20	Profile_CountExpression		0%	
0x0044AA30	Math_RotateLeft8		0%	
0x0044AA50	Profile_ExpressionTimestamp		0%	
0x0044AA60	Delegate_NoOpReturnZero		0%	
0x0044AA70	Ship_HandlePlayerShipCore	src/game/spaceflight.cpp	47%	gameplay,ui,rendering
0x0044B037	PlayerTick_HyperspaceExitGate	src/game/travel.cpp	85%	rendering,synthetic
0x0044B120	PlayerTick_HyperspaceExitVelocity	src/game/travel.cpp	100%	synthetic
0x0044B240	PlayerTick_StatusAndOutfitEvents	src/game/spaceflight_player_state.cpp	78%	gameplay,ui,synthetic
0x0044B7C4	PlayerTick_TravelSelectionCommands	src/game/spaceflight.cpp	55%	gameplay,ui,synthetic
0x0044BEB0	PlayerTick_WeaponCommands	src/game/weapon_banks.cpp	75%	gameplay,verify,synthetic
0x0044C0B1	PlayerTick_FaceTargetCommand	src/game/spaceflight_player_state.cpp	90%	correctness,synthetic
0x0044C18A	PlayerTick_HyperspaceCommand	src/game/travel.cpp	60%	gameplay,synthetic
0x0044C8D0	PlayerTick_ManualFlightAndRegeneration	src/game/spaceflight_player_state.cpp	85%	gameplay,synthetic
0x0044C92E	PlayerTick_TurnInput	src/game/spaceflight_movement.cpp	100%	synthetic
0x0044C980	PlayerTick_NormalizeHeading	src/game/spaceflight_movement.cpp	100%	synthetic
0x0044C9AB	PlayerTick_AfterburnerCommand	src/game/spaceflight_player_state.cpp	85%	correctness,synthetic
0x0044CA3D	PlayerTick_ThrustAndEngineGlow	src/game/spaceflight_player_state.cpp	85%	gameplay,synthetic
0x0044CA6B	PlayerTick_TurnBankAnimation	src/game/spaceflight_player_state.cpp	90%	correctness,synthetic
0x0044CB99	PlayerTick_ShieldAndArmorRegeneration	src/game/spaceflight_player_state.cpp	100%	synthetic
0x0044CCAF	PlayerTick_HyperspaceTunnelAcceleration	src/game/travel.cpp	90%	rendering,synthetic
0x0044CFFE	PlayerTick_InertialessSteering	src/game/spaceflight_movement.cpp	90%	rendering,synthetic
0x0044D05B	PlayerTick_ClampVelocityToSpeedCaps	src/game/spaceflight_player_state.cpp	90%	correctness,synthetic
0x0044D0C3	PlayerTick_PositionAndJumpRangeCue	src/game/travel.cpp	80%	gameplay,synthetic
0x0044D371	PlayerTick_HyperspaceProgressBranch	src/game/travel.cpp	45%	gameplay,synthetic
0x0044D490	PlayerTick_TimedActionTransition	src/game/spaceflight_player_state.cpp	60%	gameplay,ui,rendering,synthetic
0x0044E019	PlayerTick_MouseTargetAndControlCommands	src/game/spaceflight.cpp	27%	gameplay,ui,synthetic
0x0044EAB4	PlayerTick_WeaponCycleContinuation	src/game/weapon_banks.cpp	90%	gameplay,synthetic
0x0044F127	PlayerTick_JumpTurnaroundContinuation	src/game/travel.cpp	80%	gameplay,rendering,synthetic
0x0044F3D0	PlayerTick_HyperspaceSequenceAnchor	src/game/travel.cpp	75%	gameplay,synthetic
0x0044F660	PlayerTick_SystemTransitionAndArrival	src/game/travel.cpp	50%	gameplay,ui,synthetic
0x0044FFF0	PlayerTick_ReverseCommand	src/game/spaceflight_movement.cpp	100%	synthetic
0x00450710	PlayerTick_AuxiliaryCommands	src/game/escort_commands.cpp	45%	gameplay,ui,license,synthetic
0x00450717	PlayerTick_IonizationAndFuelRegeneration	src/game/spaceflight_player_state.cpp	100%	divergence,synthetic
